target,target_label,target_direction,target_normalized_as,feature,source_table,feature_family,operation_id,access_mode,n_overlap,n_feature_valid,n_target_valid,n_unique,missing_ratio,spearman_r,abs_spearman,effect_direction,direction_stability,rank_score,status,reason
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_nonlinear__DFA_alpha2,,,,delta,20,21,21,20,0.0454545454545,0.183458646617,0.183458646617,positive,1,0.428421052632,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_nonlinear__Ellipse_area,,,,delta,20,21,21,20,0.0454545454545,0.012030075188,0.012030075188,positive,0.5,0.158421052632,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_nonlinear__FractalDimension,,,,delta,20,21,21,20,0.0454545454545,-0.0706766917293,0.0706766917293,negative,0.894736842105,0.317894736842,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_nonlinear__SD1_SD2_ratio,,,,delta,20,21,21,20,0.0454545454545,0.153383458647,0.153383458647,positive,1,0.407368421053,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_nonlinear__SD1_ms,,,,delta,20,21,21,20,0.0454545454545,0.0270676691729,0.0270676691729,positive,0.7,0.228947368421,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_nonlinear__SD2_ms,,,,delta,20,21,21,20,0.0454545454545,0.0225563909774,0.0225563909774,positive,0.55,0.180789473684,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_nonlinear__SampleEntropy,,,,delta,20,21,21,20,0.0454545454545,0.153383458647,0.153383458647,positive,1,0.407368421053,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_nonlinear__ShannonEntropy,,,,delta,20,21,21,20,0.0454545454545,-0.138345864662,0.138345864662,negative,1,0.396842105263,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__HR_max_bpm,,,,delta,20,21,21,20,0.0454545454545,0.18045112782,0.18045112782,positive,1,0.426315789474,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__HR_min_bpm,,,,delta,20,21,21,20,0.0454545454545,-0.0766917293233,0.0766917293233,negative,0.9,0.323684210526,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__HR_std_bpm,,,,delta,20,21,21,20,0.0454545454545,0.0436090225564,0.0436090225564,positive,0.736842105263,0.251578947368,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__MeanHR_bpm,,,,delta,20,21,21,20,0.0454545454545,0.0225563909774,0.0225563909774,positive,0.684210526316,0.221052631579,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__MeanNN_ms,,,,delta,20,21,21,20,0.0454545454545,-0.0496240601504,0.0496240601504,negative,0.8,0.274736842105,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__MedianNN_ms,,,,delta,20,21,21,19,0.0454545454545,-0.0654381392648,0.0654381392648,negative,0.85,0.300806697485,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__NN_max_ms,,,,delta,20,21,21,19,0.0454545454545,0.0398646135751,0.0398646135751,positive,0.85,0.282905229503,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__NN_min_ms,,,,delta,20,21,21,20,0.0454545454545,-0.187969924812,0.187969924812,negative,1,0.431578947368,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__NN_range_ms,,,,delta,20,21,21,20,0.0454545454545,0.171428571429,0.171428571429,positive,1,0.42,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__RMSSD_ms,,,,delta,20,21,21,20,0.0454545454545,0.0270676691729,0.0270676691729,positive,0.7,0.228947368421,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__SDNN_ms,,,,delta,20,21,21,20,0.0454545454545,0.0360902255639,0.0360902255639,positive,0.7,0.235263157895,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__SDSD_ms,,,,delta,20,21,21,20,0.0454545454545,0.0270676691729,0.0270676691729,positive,0.7,0.228947368421,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__pNN20_percent,,,,delta,20,21,21,20,0.0454545454545,-0.293233082707,0.293233082707,negative,1,0.505263157895,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__delta__hrv_time__pNN50_percent,,,,delta,20,21,21,20,0.0454545454545,-0.154887218045,0.154887218045,negative,1,0.408421052632,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_freq__HF_nu,,,,delta,20,21,21,20,0.0454545454545,0.0977443609023,0.0977443609023,positive,0.95,0.353421052632,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_freq__HF_peak_Hz,,,,delta,20,21,21,11,0.0454545454545,-0.0588082757329,0.0588082757329,negative,0.8,0.281165793013,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_freq__HF_power,,,,delta,20,21,21,20,0.0454545454545,0.105263157895,0.105263157895,positive,1,0.373684210526,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_freq__LF_HF_ratio,,,,delta,20,21,21,20,0.0454545454545,-0.0857142857143,0.0857142857143,negative,0.9,0.33,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_freq__LF_nu,,,,delta,20,21,21,20,0.0454545454545,-0.108270676692,0.108270676692,negative,0.9,0.345789473684,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_freq__LF_peak_Hz,,,,delta,20,21,21,9,0.0454545454545,-0.0413539092453,0.0413539092453,negative,0.9,0.298947736472,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_freq__LF_power,,,,delta,20,21,21,20,0.0454545454545,0.0917293233083,0.0917293233083,positive,1,0.364210526316,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_freq__Total_power,,,,delta,20,21,21,20,0.0454545454545,0.0887218045113,0.0887218045113,positive,0.9,0.332105263158,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_freq__VLF_power,,,,delta,20,21,21,20,0.0454545454545,0.171428571429,0.171428571429,positive,1,0.42,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_nonlinear__ApproxEntropy,,,,delta,20,21,21,20,0.0454545454545,-0.233082706767,0.233082706767,negative,1,0.463157894737,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_nonlinear__DFA_alpha1,,,,delta,20,21,21,20,0.0454545454545,-0.174436090226,0.174436090226,negative,1,0.422105263158,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_nonlinear__DFA_alpha2,,,,delta,20,21,21,20,0.0454545454545,0.204511278195,0.204511278195,positive,1,0.443157894737,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_nonlinear__Ellipse_area,,,,delta,20,21,21,20,0.0454545454545,0.0135338345865,0.0135338345865,positive,0.5,0.159473684211,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_nonlinear__FractalDimension,,,,delta,20,21,21,20,0.0454545454545,-0.0812030075188,0.0812030075188,negative,0.894736842105,0.325263157895,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_nonlinear__SD1_SD2_ratio,,,,delta,20,21,21,20,0.0454545454545,0.181954887218,0.181954887218,positive,1,0.427368421053,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_nonlinear__SD1_ms,,,,delta,20,21,21,20,0.0454545454545,0.0165413533835,0.0165413533835,positive,0.6,0.191578947368,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_nonlinear__SD2_ms,,,,delta,20,21,21,20,0.0454545454545,-0.0255639097744,0.0255639097744,negative,0.65,0.212894736842,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_nonlinear__SampleEntropy,,,,delta,20,21,21,20,0.0454545454545,0.138345864662,0.138345864662,positive,1,0.396842105263,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_nonlinear__ShannonEntropy,,,,delta,20,21,21,20,0.0454545454545,-0.138345864662,0.138345864662,negative,1,0.396842105263,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__HR_max_bpm,,,,delta,20,21,21,20,0.0454545454545,0.190977443609,0.190977443609,positive,1,0.433684210526,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__HR_min_bpm,,,,delta,20,21,21,20,0.0454545454545,-0.0586466165414,0.0586466165414,negative,0.85,0.296052631579,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__HR_std_bpm,,,,delta,20,21,21,20,0.0454545454545,0.00451127819549,0.00451127819549,positive,0.4,0.123157894737,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__MeanHR_bpm,,,,delta,20,21,21,20,0.0454545454545,0.0406015037594,0.0406015037594,positive,0.8,0.268421052632,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__MeanNN_ms,,,,delta,20,21,21,20,0.0454545454545,-0.0270676691729,0.0270676691729,negative,0.8,0.258947368421,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__MedianNN_ms,,,,delta,20,21,21,19,0.0454545454545,-0.0534035389402,0.0534035389402,negative,0.8,0.277382477258,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__NN_max_ms,,,,delta,20,21,21,20,0.0454545454545,0.0586466165414,0.0586466165414,positive,0.85,0.296052631579,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__NN_min_ms,,,,delta,20,21,21,20,0.0454545454545,-0.190977443609,0.190977443609,negative,1,0.433684210526,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__NN_range_ms,,,,delta,20,21,21,20,0.0454545454545,0.166917293233,0.166917293233,positive,1,0.416842105263,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__RMSSD_ms,,,,delta,20,21,21,20,0.0454545454545,0.0165413533835,0.0165413533835,positive,0.6,0.191578947368,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__SDNN_ms,,,,delta,20,21,21,20,0.0454545454545,0.0390977443609,0.0390977443609,positive,0.722222222222,0.244035087719,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__SDSD_ms,,,,delta,20,21,21,20,0.0454545454545,0.0165413533835,0.0165413533835,positive,0.6,0.191578947368,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__pNN20_percent,,,,delta,20,21,21,20,0.0454545454545,-0.302255639098,0.302255639098,negative,1,0.511578947368,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response__percent_delta__hrv_time__pNN50_percent,,,,delta,20,21,21,20,0.0454545454545,-0.16992481203,0.16992481203,negative,1,0.418947368421,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__log_ratio__hrv_freq__HF_power,,,,delta,20,21,21,20,0.0454545454545,0.105263157895,0.105263157895,positive,1,0.373684210526,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__log_ratio__hrv_freq__LF_HF_ratio,,,,delta,20,21,21,20,0.0454545454545,-0.0857142857143,0.0857142857143,negative,0.9,0.33,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__log_ratio__hrv_freq__LF_power,,,,delta,20,21,21,20,0.0454545454545,0.0917293233083,0.0917293233083,positive,1,0.364210526316,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__log_ratio__hrv_time__MeanHR_bpm,,,,delta,20,21,21,20,0.0454545454545,0.0406015037594,0.0406015037594,positive,0.8,0.268421052632,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__log_ratio__hrv_time__MeanNN_ms,,,,delta,20,21,21,20,0.0454545454545,-0.0270676691729,0.0270676691729,negative,0.8,0.258947368421,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__log_ratio__hrv_time__RMSSD_ms,,,,delta,20,21,21,20,0.0454545454545,0.0165413533835,0.0165413533835,positive,0.6,0.191578947368,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__log_ratio__hrv_time__SDNN_ms,,,,delta,20,21,21,20,0.0454545454545,0.0390977443609,0.0390977443609,positive,0.722222222222,0.244035087719,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__log_ratio__hrv_time__pNN50_percent,,,,delta,20,21,21,20,0.0454545454545,-0.16992481203,0.16992481203,negative,1,0.418947368421,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__ratio__hrv_freq__HF_power,,,,delta,20,21,21,20,0.0454545454545,0.105263157895,0.105263157895,positive,1,0.373684210526,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__ratio__hrv_freq__LF_HF_ratio,,,,delta,20,21,21,20,0.0454545454545,-0.0857142857143,0.0857142857143,negative,0.9,0.33,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__ratio__hrv_freq__LF_power,,,,delta,20,21,21,20,0.0454545454545,0.0917293233083,0.0917293233083,positive,1,0.364210526316,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__ratio__hrv_time__MeanHR_bpm,,,,delta,20,21,21,20,0.0454545454545,0.0406015037594,0.0406015037594,positive,0.8,0.268421052632,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__ratio__hrv_time__MeanNN_ms,,,,delta,20,21,21,20,0.0454545454545,-0.0270676691729,0.0270676691729,negative,0.8,0.258947368421,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__ratio__hrv_time__RMSSD_ms,,,,delta,20,21,21,20,0.0454545454545,0.0165413533835,0.0165413533835,positive,0.6,0.191578947368,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__ratio__hrv_time__SDNN_ms,,,,delta,20,21,21,20,0.0454545454545,0.0390977443609,0.0390977443609,positive,0.722222222222,0.244035087719,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__training_response_hrv_ratio__ratio__hrv_time__pNN50_percent,,,,delta,20,21,21,20,0.0454545454545,-0.16992481203,0.16992481203,negative,1,0.418947368421,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__hrv_time__MeanHR_bpm,,,,before,21,22,21,21,0,-0.17715973782,0.17715973782,negative,1,0.424011816474,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__hrv_time__MeanNN_ms,,,,before,21,22,21,21,0,0.187736438586,0.187736438586,positive,1,0.43141550701,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__hrv_time__SDNN_ms,,,,before,21,22,21,21,0,0.0495782848378,0.0495782848378,positive,0.952380952381,0.320419085101,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__hrv_time__RMSSD_ms,,,,before,21,22,21,21,0,0.200957314542,0.200957314542,positive,1,0.44067012018,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__hrv_time__pNN50_percent,,,,before,21,22,21,20,0,0.0495943895271,0.0495943895271,positive,0.857142857143,0.291858929812,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__hrv_freq__LF_power,,,,before,21,22,21,21,0,0.189058526181,0.189058526181,positive,1,0.432340968327,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__hrv_freq__HF_power,,,,before,21,22,21,21,0,0.0535445476248,0.0535445476248,positive,0.904761904762,0.308909754766,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__hrv_freq__LF_HF_ratio,,,,before,21,22,21,21,0,0.190380613777,0.190380613777,positive,1,0.433266429644,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__morph_qrs__QRS_duration_ms,,,,before,15,15,21,9,0.318181818182,0.504180061697,0.504180061697,positive,1,0.652926043188,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__morph_qrs__QRS_area,,,,before,15,15,21,15,0.318181818182,-0.519713147598,0.519713147598,negative,1,0.663799203319,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__morph_qrs__QRS_main_amp,,,,before,15,15,21,15,0.318181818182,-0.229767917885,0.229767917885,negative,1,0.46083754252,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__morph_t__T_amp,,,,before,15,15,21,15,0.318181818182,0.00911777451926,0.00911777451926,positive,0.428571428571,0.134953870735,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__morph_t__T_area,,,,before,15,15,21,15,0.318181818182,0.133119507981,0.133119507981,positive,1,0.393183655587,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__morph_t__RT_interval_ms,,,,before,15,15,21,8,0.318181818182,0.157649528099,0.157649528099,positive,0.933333333333,0.39035466967,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__sit__full__morph_t__QT_like_ms,,,,before,15,15,21,8,0.318181818182,0.109361693179,0.109361693179,positive,0.933333333333,0.356553185225,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__stand__full__hrv_time__MeanHR_bpm,,,,before,21,22,21,21,0,0.0125598321589,0.0125598321589,positive,0.761904761905,0.237363311083,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__stand__full__hrv_time__MeanNN_ms,,,,before,21,22,21,21,0,0.0456120220507,0.0456120220507,positive,0.904761904762,0.303356986864,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__stand__full__hrv_time__SDNN_ms,,,,before,21,22,21,21,0,0.40654193567,0.40654193567,positive,1,0.584579354969,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__stand__full__hrv_time__RMSSD_ms,,,,before,21,22,21,21,0,0.195007920362,0.195007920362,positive,1,0.436505544253,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__stand__full__hrv_time__pNN50_percent,,,,before,21,22,21,20,0,0.225489157717,0.225489157717,positive,1,0.457842410402,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__stand__full__hrv_freq__LF_power,,,,before,21,22,21,21,0,-0.0290859271048,0.0290859271048,negative,0.714285714286,0.234645863259,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__stand__full__hrv_freq__HF_power,,,,before,21,22,21,21,0,0.399931497691,0.399931497691,positive,1,0.579952048384,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__stand__full__hrv_freq__LF_HF_ratio,,,,before,21,22,21,21,0,-0.347047993864,0.347047993864,negative,1,0.542933595705,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__long__full__hrv_time__MeanHR_bpm,,,,before,20,21,21,20,0.0454545454545,-0.029902225639,0.029902225639,negative,0.7,0.230931557947,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__long__full__hrv_time__MeanNN_ms,,,,before,20,21,21,20,0.0454545454545,-0.00383361867167,0.00383361867167,negative,0.55,0.16768353307,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__long__full__hrv_time__SDNN_ms,,,,before,20,21,21,20,0.0454545454545,0.0843396107768,0.0843396107768,positive,0.85,0.314037727544,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__long__full__hrv_time__RMSSD_ms,,,,before,20,21,21,20,0.0454545454545,0.0920068481201,0.0920068481201,positive,0.9,0.334404793684,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__long__full__hrv_time__pNN50_percent,,,,before,20,21,21,20,0.0454545454545,0.291355019047,0.291355019047,positive,1,0.503948513333,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__long__full__hrv_freq__LF_power,,,,before,20,21,21,20,0.0454545454545,0.0237684357644,0.0237684357644,positive,0.7,0.226637905035,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__long__full__hrv_freq__HF_power,,,,before,20,21,21,20,0.0454545454545,-0.0605711750124,0.0605711750124,negative,0.8,0.282399822509,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__before__long__full__hrv_freq__LF_HF_ratio,,,,before,20,21,21,20,0.0454545454545,0.00383361867167,0.00383361867167,positive,0.55,0.16768353307,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_time__MeanHR_bpm,,,,after,21,22,21,21,0,0.181787044405,0.181787044405,positive,1,0.427250931084,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_time__MeanNN_ms,,,,after,21,22,21,21,0,-0.214839234297,0.214839234297,negative,1,0.450387464008,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_time__SDNN_ms,,,,after,21,22,21,21,0,-0.0819694309318,0.0819694309318,negative,0.904761904762,0.328807173081,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_time__RMSSD_ms,,,,after,21,22,21,21,0,0.183770175799,0.183770175799,positive,1,0.428639123059,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_time__pNN50_percent,,,,after,21,22,21,20,0,0.069432145338,0.069432145338,positive,0.952380952381,0.334316787451,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_freq__LF_power,,,,after,21,22,21,21,0,-0.0984955258777,0.0984955258777,negative,1,0.368946868114,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_freq__HF_power,,,,after,21,22,21,21,0,0.11303848943,0.11303848943,positive,1,0.379126942601,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_freq__LF_HF_ratio,,,,after,21,22,21,21,0,-0.166583037055,0.166583037055,negative,1,0.416608125938,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_qrs__QRS_duration_ms,,,,after,15,16,21,8,0.272727272727,0.242147900526,0.242147900526,positive,1,0.469503530368,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_qrs__QRS_area,,,,after,15,16,21,15,0.272727272727,-0.338865841326,0.338865841326,negative,1,0.537206088928,passed_single_target,
target__fatigue_delta,target__fatigue_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_qrs__QRS_main_amp,,,,after,15,16,21,15,0.272727272727,0.340687700688,0.340687700688,positive,1,0.538481390481,passed_single_target,
